X,Y,fid,id,name,name_ru,name_be,name_en,name_latin,place,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,settlement_key
5664321.86496869,3590744.58249129,9946,node/243042498,Растаполле,Растополье,Растаполле,,Rastapolle,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Растополье
5665996.95224512,3590373.16965211,9947,node/243042526,Ваўкавічы,Волковичи,Ваўкавічы,Vawkavichy,Vawkavichy,village,Belarus,BY006,Mogilev,BY006004,Chausy,Волковичи
5667503.48558041,3591402.2741264,9948,node/243042504,Пабеда,Победа,Пабеда,,Pabeda,isolated_dwelling,Belarus,BY006,Mogilev,BY006004,Chausy,Победа
5667596.2459335,3593908.0037023,9949,node/243045915,Астравы,Островы,Астравы,,Astravy,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Островы
5666552.17374679,3587908.07970183,9950,node/243042529,Александрова,Александрово,Александрова,,Aleksandrova,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Александрово
5667119.59370501,3586971.85996758,9951,node/243042531,Сутокі,Сутоки,Сутокі,,Sutoki,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Сутоки
5668293.53421308,3584743.16807732,9952,node/243042499,Малы Гразівец,Малый Грязивец,Малы Гразівец,,Maly Grazivets,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Малый Грязивец
5674124.69649428,3580634.60585558,9954,node/243045929,Машэцкая Слабада,Машецкая Слобода,Машэцкая Слабада,,Mashetskaia Slabada,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Машецкая Слобода
5670733.60678684,3580873.84627085,9955,node/243042521,Чырвоная Паляна,Красная Поляна,Чырвоная Паляна,,Chyrvonaia Paliana,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Красная Поляна
5668608.62835713,3576170.23946656,9956,node/243042518,Боўкі,Бовки,Боўкі,,Bouki,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Бовки
5664412.30151523,3576431.29757164,9957,node/243042523,Трылесіна,Трилесино,Трылесіна,,Trylesina,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Трилесино
5665856.1677101,3573930.51835176,9958,node/243042517,Дабужа,Добужа,Дабужа,,Dabuzha,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Добужа
5674894.53612305,3578046.12829187,9959,node/243045931,Іванішчавічы,Иванищевичи,Іванішчавічы,,Ivanishchavichy,hamlet,Belarus,BY006,Mogilev,BY006004,Chausy,Иванищевичи
5668448.17451552,3565322.24058383,9960,node/243042552,Хачынка,Хачинка,Хачынка,,Khachynka,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Хачинка
5670192.10631232,3555391.64799987,9965,node/243042545,Анэліна,Онелино,Анэліна,,Anelina,hamlet,Belarus,BY006,Mogilev,BY006021,Slavgorod,Онелино
5669034.95021543,3552915.03072122,9967,node/243042568,Зацішша,Затишье,Зацішша,Zatsishsha,Zatsishsha,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Затишье
5667631.96765015,3553037.6632825,9968,node/243042533,Кругліца,Круглица,Кругліца,Kruhlitsa,Kruhlitsa,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Круглица
5667626.5425214,3551403.44733113,9969,node/243042571,Кулага,Кулага,Кулага,,Kulaga,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Кулага
5661916.48833213,3567248.62163046,9982,node/243041883,Радзькаў,Радьков,Радзькаў,,Radz'kau,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Радьков
5663211.42226041,3568077.61265745,9983,node/243042556,Радзькава Слабада,Радькова Слобода,Радзькава Слабада,,Radz'kava Slabada,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Радькова Слобода
5664911.39046832,3567396.72937422,9984,node/243042553,Ліпаўка,Липовка,Ліпаўка,Lipawka,Lipawka,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Липовка
5652560.06672376,3560030.52907842,9986,node/243041823,Старая Трасна,Старая Трасна,Старая Трасна,,Staraia Trasna,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Старая Трасна
5651103.6818488,3561169.05190151,9987,node/243043312,Прыбар,Прибор,Прыбар,,Prybar,hamlet,Belarus,BY006,Mogilev,BY006003,Byhov,Прибор
5759978.29724004,3454134.0138033,9991,node/243045618,Лебядзёўка,Лебедёвка,Лебядзёўка,,Lebiadziouka,hamlet,Belarus,BY002,Gomel,BY002004,Dobrush,Лебедевка
5760860.1237229,3458304.50218393,9992,node/243045641,Перарост,Перерост,Перарост,,Perarost,village,Belarus,BY002,Gomel,BY002004,Dobrush,Перерост
5765384.62816472,3462296.07382154,9993,node/243045642,Агародня Гомельская,Огородня Гомельская,Агародня Гомельская,,Agarodnia Gomel'skaia,hamlet,Belarus,BY002,Gomel,BY002004,Dobrush,Огородня Гомельская
5766014.49438498,3461998.49247668,9994,node/243045644,Агародня Кузьмініцкая,Огородня Кузьминичская,Агародня Кузьмініцкая,,Agarodnia Kuz'minitskaia,hamlet,Belarus,BY002,Gomel,BY002004,Dobrush,Огородня Кузьминичская
5762241.8847726,3463739.829934,9995,node/243045643,Карма,Корма,Карма,,Karma,village,Belarus,BY002,Gomel,BY002004,Dobrush,Корма
5757411.1249955,3463432.73831892,9997,node/243045633,Майскі,Майский,Майскі,,Maiski,hamlet,Belarus,BY002,Gomel,BY002004,Dobrush,Майский
5757932.28507816,3463815.42529438,9998,node/243045638,Высакаполле,Высокополье,Высакаполле,,Vysakapolle,hamlet,Belarus,BY002,Gomel,BY002004,Dobrush,Высокополье
5758992.28381025,3454389.05600216,10010,node/243045647,Новы Мір,Новый Мир,Новы Мір,,Novy Mir,hamlet,Belarus,BY002,Gomel,BY002004,Dobrush,Новый Мир
5757056.16263185,3446667.96237775,10018,node/243044568,Зарадзвінне,Зарадвинье,Зарадзвінне,,Zaradzvinne,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Зарадвинье
5748063.10635779,3448415.78052251,10024,node/243046402,Яромаўка,Ерёмовка,Яромаўка,,Iaromauka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Еремовка
5748866.74537025,3442010.62441019,10027,node/243046418,Жураўлёўка,Журавлёвка,Жураўлёўка,,Zhurauliouka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Журавлевка
5739641.66745766,3441885.41193832,10030,node/243046412,Баштан,Баштан,Баштан,,Bashtan,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Баштан
5743381.57022701,3450532.30790847,10035,node/243046411,Дуянаўка,Дуяновка,Дуянаўка,,Duianauka,village,Belarus,BY002,Gomel,BY002006,Gomel,Дуяновка
5742175.3856777,3451460.18917979,10036,node/243046400,Прыбыткі,Прибытки,Прыбыткі,,Prybytki,village,Belarus,BY002,Gomel,BY002006,Gomel,Прибытки
5742880.76520182,3452030.65915991,10037,node/1933537109,Зябраўка,Зябровка,Зябраўка,,Ziabrauka,village,Belarus,BY002,Gomel,BY002006,Gomel,Зябровка
5743828.92951284,3451949.24621382,10038,node/243046401,Будзілка,Будилка,Будзілка,,Budzilka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Будилка
5744581.07146241,3451483.61161007,10039,node/243046398,Чырвоная Гара,Красная Гора,Чырвоная Гара,,Chyrvonaia Gara,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Красная Гора
5731057.63274028,3448529.30657513,10053,node/243046786,Куты,Куты,Куты,,Kuty,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Куты
5731382.82429198,3447264.87792691,10054,node/243046788,Сож,Сож,Сож,,Sozh,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Сож
5728705.90850337,3446633.75154902,10056,node/243046778,Новая Бухалаўка,Новая Бухаловка,Новая Бухалаўка,,Novaia Bukhalauka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Новая Бухаловка
5726540.69928827,3446928.28714839,10058,node/9207683611,Скіток,Скиток,Скіток,,Skitok,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Скиток
5723674.97047252,3451264.42983817,10063,node/243046789,Бабовічы,Бобовичи,Бабовічы,,Babovichy,village,Belarus,BY002,Gomel,BY002006,Gomel,Бобовичи
5716387.09800372,3448433.14325671,10064,node/243046213,Цыкуны,Цыкуны,Цыкуны,,Tsykuny,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Цыкуны
5717338.62165867,3444846.30745745,10065,node/243046214,Мірны,Мирный,Мірны,,Mirny,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Мирный
5717517.06785394,3443455.87796295,10066,node/243046212,Стукачоўка,Стукачёвка,Стукачоўка,,Stukachouka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Стукачевка
5725718.44092931,3445633.46579917,10068,node/243046779,Скіток,Скиток,Скіток,,Skitok,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Скиток
5726731.27795851,3443237.52721707,10070,node/243046770,Высокая Грыва,Высокая Грива,Высокая Грыва,,Vysokaia Gryva,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Высокая Грива
5724005.51074853,3438818.6256661,10071,node/243046219,Старыя Дзятлавічы,Старые Дятловичи,Старыя Дзятлавічы,,Staryia Dziatlavichy,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Старые Дятловичи
5718087.18982691,3439355.40244219,10072,node/243046216,Міхалькі,Михальки,Міхалькі,,Mikhal'ki,village,Belarus,BY002,Gomel,BY002016,Rechitsa,Михальки
5717102.67562507,3435867.7429395,10073,node/243046218,Межы,Межи,Межы,,Mezhy,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Межи
5728652.0733985,3435233.99126258,10074,node/243046759,Новыя Дзятлавічы,Новые Дятловичи,Новыя Дзятлавічы,,Novyia Dziatlavichy,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Новые Дятловичи
5731278.70435281,3442425.23346725,10080,node/243046771,Альхоўка,Ольховка,Альхоўка,,Al'khouka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Ольховка
5737780.47790034,3439476.6731869,10082,node/243046782,Каралін,Каролин,Каралін,,Karalin,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Каролин
5736078.29587562,3440598.33519197,10083,node/243046776,Кустарны,Кустарный,Кустарны,,Kustarny,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Кустарный
5735067.89286767,3439171.20918413,10084,node/243046762,Шутаўка,Шутовка,Шутаўка,,Shutauka,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Шутовка
5737072.23237762,3438459.7983215,10085,node/243046777,Епіфань,Епифань,Епіфань,,Epifan',hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Епифань
5735541.79049134,3433007.44574259,10091,node/243046760,Студзёная Гута,Студёная Гута,Студзёная Гута,,Studzionaia Guta,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Студеная Гута
5729711.88149588,3432186.69866667,10092,node/243046757,Някрасаў,Некрасов,Някрасаў,,Niakrasau,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Некрасов
5725075.31203476,3430966.22314244,10093,node/243046209,Міхайлаўск,Михайловск,Міхайлаўск,,Mikhailausk,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Михайловск
5725485.64387998,3430025.6424209,10094,node/243046205,Пуцяводная Звязда,Путеводная Звезда,Пуцяводная Звязда,,Putsiavodnaia Zviazda,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Путеводная Звезда
5722164.50634323,3427797.51976708,10095,node/243046204,Вайцін,Войтин,Вайцін,,Vaitsin,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Войтин
5723441.37234786,3427103.27154255,10096,node/243046206,Мядзведзіца,Медведица,Мядзведзіца,,Miadzvedzitsa,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Медведица
5724399.82573549,3418055.76442117,10098,node/243046191,Кашовае,Кошовое,Кашовае,,Kashovae,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Кошовое
5725101.78335128,3416460.85084974,10099,node/243046196,Падрачыцкае,Подречицкое,Падрачыцкае,,Padrachytskae,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Подречицкое
5731105.66571603,3412302.61757826,10100,node/243042759,Абакумы,Абакумы,Абакумы,,Abakumy,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Абакумы
5729789.52085191,3414813.45085371,10102,node/243046192,Слава,Слава,Слава,,Slava,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Слава
5729703.99995899,3415732.27598048,10103,node/243046188,Арол,Орёл,Арол,,Arol,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Орел
5744433.62967123,3429882.18077825,10105,node/2784695664,Лядцы,Лядцы,Лядцы,,Liadtsy,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Лядцы
5743676.29032463,3435426.10684581,10106,node/243046416,Халмы,Холмы,Халмы,,Khalmy,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Холмы
5748401.15998931,3436845.38574956,10107,node/243046417,Вадапой,Водопой,Вадапой,,Vadapoi,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Водопой
5746951.47487983,3438549.49133279,10109,node/2784693828,Красны,Красный,Красны,,Krasny,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Красный
5757548.75296932,3433687.87421812,10113,node/243044583,Залессе,Залесье,Залессе,Zalesse,Zalesse,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Залесье
5757969.85662859,3435734.08884059,10114,node/243044590,Чаплін,Чаплин,Чаплін,,Chaplin,hamlet,Belarus,BY002,Gomel,BY002006,Gomel,Чаплин
5722683.02877845,3407818.67430132,10121,node/243042760,Казярогі,Козероги,Казярогі,,Kaziarogi,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Козероги
5712940.56881817,3403482.48905332,10124,node/243042252,Астравы,Островы,Астравы,,Astravy,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Островы
5705101.80822703,3399032.78041279,10126,node/243044103,Буда Петрыцкая,Буда Петрицкая,Буда Петрыцкая,,Buda Petrytskaia,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Буда Петрицкая
5710559.83833264,3398661.54846235,10129,node/243044102,Новакузнечная,Новокузнечная,Новакузнечная,,Novakuznechnaia,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Новокузнечная
5715995.5548296,3395317.34753117,10130,node/243042256,Абрамаўка,Абрамовка,Абрамаўка,,Abramauka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Абрамовка
5716366.84307573,3393388.46935992,10131,node/243042258,Нікалаеўка,Николаевка,Нікалаеўка,,Nikalaeuka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Николаевка
5717456.59304617,3391580.54965596,10132,node/243042245,Будзішча,Будище,Будзішча,,Budzishcha,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Будище
5713941.18384798,3389721.98580386,10136,node/243044159,Новая Алешкаўка,Новая Олешковка,Новая Алешкаўка,,Novaia Aleshkauka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Новая Олешковка
5720478.71536586,3397149.36056547,10140,node/243042244,Сінск,Синск,Сінск,,Sinsk,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Синск
5724479.61900263,3397139.4518122,10142,node/243042254,Шчытцы,Щитцы,Шчытцы,,Shchyttsy,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Щитцы
5722730.11807458,3380518.16410749,10144,node/243042238,Глушэц,Глушец,Глушэц,,Glushets,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Глушец
5723657.90313953,3375387.71595163,10145,node/337505647,Кукарі,Кукари,,Kukari,Kukari,hamlet,Belarus,,,,,Кукари
5716482.54226959,3376416.42209239,10151,node/243044147,Дабрагошча,Доброгоща,Дабрагошча,,Dabragoshcha,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Доброгоща
5719328.5484539,3375193.69343298,10152,node/243042240,Жылічы,Жиличи,Жылічы,,Zhylichy,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Жиличи
5720469.93329056,3380552.11241848,10153,node/243042239,Старая Лутава,Старая Лутава,Старая Лутава,,Staraia Lutava,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Старая Лутава
5700468.37523672,3374961.58292325,10168,node/243043056,Валахоўшчына,Волоховщина,Валахоўшчына,,Valakhoushchyna,isolated_dwelling,Belarus,BY002,Gomel,BY002001,Bragin,Волоховщина
5708852.27294034,3374874.80633946,10170,node/243044146,Дубраўка,Дубровка,Дубраўка,,Dubrauka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Дубровка
5706975.06366066,3371112.59492707,10174,node/243044144,Калінінскі,Калининский,Калінінскі,,Kalininski,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Калининский
5707683.0138908,3369683.29753401,10175,node/243044132,Новая Грэбля,Новая Гребля,Новая Грэбля,,Novaia Greblia,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Новая Гребля
5709399.11856518,3367940.78063024,10176,node/243043841,Просмычы,Просмычи,Просмычы,,Prosmychy,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Просмычи
5711232.25803879,3363521.55382336,10177,node/243044034,Грушнае,Грушное,Грушнае,,Grushnae,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Грушное
5707396.80774905,3364093.72178605,10178,node/243043091,Двор-Савічы,Двор-Савичи,Двор-Савічы,,Dvor-Savichy,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Двор-Савичи
5706419.02355967,3362712.43801326,10179,node/243043087,Савічы,Савичи,Савічы,,Savichy,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Савичи
5698036.05395859,3377399.22098626,10180,node/243043121,Ленінец,Ленинец,Ленінец,,Leninets,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Ленинец
5687983.81914731,3377925.65594817,10181,node/243033888,Дуброўнае,Дубровное,Дуброўнае,,Dubrounae,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Дубровное
5690229.89993411,3384748.63049694,10189,node/243043122,Мікулічы,Микуличи,Мікулічы,,Mikulichy,village,Belarus,BY002,Gomel,BY002007,Hojniki,Микуличи
5689525.31049916,3387953.78793139,10190,node/243043115,Чырвонае Поле,Чирвоное Поле,Чырвонае Поле,,Chyrvonae Pole,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Чирвоное Поле
5690948.39016113,3389021.30401896,10191,node/243043117,Рыжкаў,Рыжков,Рыжкаў,,Ryzhkau,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Рыжков
5694711.03654978,3387865.33032872,10192,node/243043118,Новы Пуць,Новый Путь,Новы Пуць,,Novy Puts',hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Новый Путь
5693082.49406396,3386067.05351227,10193,node/243043119,Пажаркі,Пожарки,Пажаркі,,Pazharki,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Пожарки
5695108.12821875,3383156.78278966,10194,node/243043069,Кавака,Ковака,Кавака,,Kavaka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Ковака
5695240.50001266,3379319.25566106,10196,node/243043127,Красная Гара,Красная Гора,Красная Гара,,Krasnaia Gara,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Красная Гора
5694824.56758738,3380259.16561358,10197,node/243043071,Сабалі,Соболи,Сабалі,,Sabali,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Соболи
5704664.54871389,3382776.03583304,10201,node/243044158,Катловіца,Котловица,Катловіца,,Katlovitsa,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Котловица
5707687.06907082,3385288.83503709,10202,node/243044151,Новы Макрэц,Новый Мокрец,Новы Макрэц,,Novy Makrets,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Новый Мокрец
5698199.2480824,3388724.07443134,10203,node/243043116,Вуглы,Углы,Вуглы,,Vugly,village,Belarus,BY002,Gomel,BY002001,Bragin,Углы
5696735.02056978,3385329.65662235,10204,node/243043068,Шкураты,Шкураты,Шкураты,,Shkuraty,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Шкураты
5696540.62531813,3390771.9561717,10205,node/243043112,Міхнаўка,Михновка,Міхнаўка,,Mikhnauka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Михновка
5700163.95178956,3392078.64662157,10207,node/243043110,Каманоў,Команов,Каманоў,,Kamanou,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Команов
5689159.95281771,3390334.48679644,10212,node/243043108,Вялікі Лес,Великий Лес,Вялікі Лес,,Vialiki Les,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Великий Лес
5679001.63816738,3418265.28089451,10214,node/243034044,Лясное,Лесное,Лясное,,Liasnoe,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Лесное
5697271.51030361,3415832.7809155,10225,node/243044120,Вышамір,Вышемир,Вышамір,,Vyshamir,village,Belarus,BY002,Gomel,BY002016,Rechitsa,Вышемир
5697594.23281587,3407828.52277968,10226,node/243044115,Белы Калодзеж,Белый Колодец,Белы Калодзеж,,Bely Kalodzezh,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Белый Колодец
5696428.84522481,3408867.81808766,10227,node/243044119,Рудня Бурыцкая,Рудня Бурицкая,Рудня Бурыцкая,,Rudnia Burytskaia,hamlet,Belarus,BY002,Gomel,BY002007,Hojniki,Рудня Бурицкая
5702171.98884905,3406163.55182799,10228,node/243044106,Удалёўка,Удалёвка,Удалёўка,,Udaliouka,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Удалевка
5702788.23091747,3408873.30903896,10229,node/243044118,Хаткі,Хатки,Хаткі,,Khatki,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Хатки
5704316.89684417,3407719.59333926,10231,node/243044107,Вулкан,Вулкан,Вулкан,,Vulkan,hamlet,Belarus,BY002,Gomel,BY002001,Bragin,Вулкан
5708873.39259137,3416097.032148,10235,node/243042261,Ліпнякі,Липняки,Ліпнякі,,Lipniaki,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Липняки
5709293.65231425,3411083.60925887,10236,node/243042260,Райск,Райск,Райск,,Raisk,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Райск
5712037.12309682,3407025.04341156,10239,node/243042263,Тучкі,Тучки,Тучкі,,Tuchki,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Тучки
5713367.78638523,3409674.18774393,10240,node/243042268,Міхалёўка,Михалёвка,Міхалёўка,,Mikhaliouka,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Михалевка
5716363.88556769,3408377.05127795,10241,node/243042267,Пустая Града,Пустая Гряда,Пустая Града,,Pustaia Grada,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Пустая Гряда
5722154.20675082,3418138.48795685,10248,node/243046202,Первамайск,Первомайск,Первамайск,,Pervamaisk,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Первомайск
5719500.64859394,3419131.17726686,10249,node/243046200,Казіміраўка,Казимировка,Казіміраўка,Kazimirauka,Kazimirauka,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Казимировка
5716663.74115715,3418734.66897522,10250,node/243042282,Рэкорд,Рекорд,Рэкорд,Rekord,Rekord,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Рекорд
5716559.07957515,3415197.36233926,10251,node/243042274,Васход,Восход,Васход,,Vaskhod,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Восход
5712081.67739655,3416640.92902874,10253,node/243042275,Смелы,Смелый,Смелы,,Smely,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Смелый
5711777.41492319,3420893.00342183,10254,node/243042281,Бушацін,Бушатин,Бушацін,,Bushatsin,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Бушатин
5720628.31740378,3421889.9990384,10256,node/243046201,Рудня Каменева,Рудня Каменева,Рудня Каменева,,Rudnia Kameneva,hamlet,Belarus,BY002,Gomel,BY002011,Loev,Рудня Каменева
5719566.38151335,3426723.19717991,10260,node/243046211,Гарадок,Городок,Гарадок,Haradok,Haradok,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Городок
5702413.09628403,3415724.58948177,10272,node/243044122,Ганчароў Падзел,Гончаров-Подел,Ганчароў Падзел,,Gancharou Padzel,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Гончаров-Подел
5705521.12433968,3429948.65223733,10287,node/243042286,Велін,Велин,Велін,,Velin,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Велин
5703541.87260973,3431391.44446097,10288,node/243042288,Левашы,Леваши,Левашы,,Levashy,village,Belarus,BY002,Gomel,BY002016,Rechitsa,Леваши
5703207.97805708,3429372.0411153,10289,node/243042287,Іванішча,Иванище,Іванішча,,Ivanishcha,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Иванище
5707964.4985913,3429235.44948946,10292,node/243042291,Калочын,Колочин,Калочын,,Kalochyn,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Колочин
5712283.20141027,3430159.10202994,10294,node/243042290,Рудня Жыгальская,Рудня Жигальская,Рудня Жыгальская,,Rudnia Zhygal'skaia,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Рудня Жигальская
5706990.39957417,3441477.00469997,10299,node/243042168,Востраў,Остров,Востраў,Vostraw,Vostraw,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Остров
5708722.84856728,3439552.66896616,10300,node/243042293,Някрасава,Некрасово,Някрасава,,Niakrasava,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Некрасово
5701411.00483903,3447548.07981646,10306,node/243042167,Сітнякі,Ситняки,Сітнякі,,Sitniaki,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Ситняки
5700765.65412823,3443048.81090871,10308,node/243042171,Красная Слабада,Красная Слобода,Красная Слабада,Krasnaya Slabada,Krasnaya Slabada,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Красная Слобода
5697697.66420075,3437749.62271791,10312,node/243044220,Гарошкаў,Горошков,Гарошкаў,,Garoshkau,village,Belarus,BY002,Gomel,BY002016,Rechitsa,Горошков
5694420.99209786,3435573.4168165,10313,node/243044224,Красназемʼе,Красноземье,Красназемʼе,,Krasnazem'e,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Красноземье
5682244.28024985,3441973.43639005,10320,node/243043140,Дзяражня,Деражня,Дзяражня,,Dziarazhnia,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Деражня
5681793.85470141,3438028.91946313,10321,node/243043138,Бугрымаўка,Бугримовка,Бугрымаўка,,Bugrymauka,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Бугримовка
5685281.98390121,3433532.25282907,10329,node/243043147,Корасцень,Коростень,Корасцень,,Korastsen',hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Коростень
5688893.20808272,3436818.92349553,10331,node/243044169,Воўчая Гара,Волчья Гора,Воўчая Гара,,Vouchaia Gara,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Волчья Гора
5691152.31248522,3437114.92041397,10332,node/243044170,Іванаўка,Ивановка,Іванаўка,,Ivanauka,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Ивановка
5693323.25007728,3433092.81263216,10333,node/243044204,Ямпаль,Ямполь,Ямпаль,,Iampal',hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Ямполь
5692874.73350797,3429281.80081739,10335,node/243044214,Храбры,Храбрый,Храбры,,Khrabry,hamlet,Belarus,BY002,Gomel,BY002016,Rechitsa,Храбрый
