,facility_title,link,settlement,facility_type,facility_type_eng,address,website,latitude,longitude
2127,Богатырская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=4302,Богатырская,Амбулатория,Outpatient Clinic,"ул. Центральная, 10а, 211294, д. Богатырская, Полоцкий р-н, Витебская обл.",http://polmed.by/ru/podrazdeleniya/ambulatorii-vracha-obshchej-praktiki/otdeleniya/bogatyrskaya-ambulatoriya-vracha-obshchej-praktiki,55.499051,28.851264
2128,Богдановская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=13771,Богданов,Амбулатория,Outpatient Clinic,"ул. Советская, 17, д. Богданово, Воложинский р-н, Минская обл.",,54.1773,26.10541
2129,Богдановская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=3349,Богдановка,Амбулатория,Outpatient Clinic,"ул. Советская, 168, 225658, д. Богдановка, Лунинецкий р-н, Брестская обл.",,52.392187,26.748443
2130,Богушевичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=6113,Богушевичи,Амбулатория,Outpatient Clinic,"ул. Коваленка, 90, 223336, д. Богушевичи, Березинский р-н, Минская обл.",,53.697638,28.826686
2131,Большевитская амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=24181,Большевик,Амбулатория,Outpatient Clinic,"ул. Красноармейская, 5 Б, 247045, г.п. Большевик, Гомельский р-н, Гомельская обл.",,52.564541,30.881852
2132,Боровская амбулатория,https://healthcare.by/instinfo.php?orgnum=6253,Боровое,Амбулатория,Outpatient Clinic,"ул. Центральная, 44""Б"", 222720, аг. Боровое, Дзержинский р-н, Минская обл.",,53.670137,27.008208
2133,Боровская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=17620,Боровка,Амбулатория,Outpatient Clinic,"211194, д. Боровка, 2, Лепельский р-н, Витебская обл.",,54.959196,28.795928
2134,Боровухская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=15532,Боровуха 1-я,Амбулатория,Outpatient Clinic,"ул. Армейская, 70а, 211502, д. Боровуха 1-я, Полоцкий р-н, Витебская обл.",,55.589788,28.583647
2135,Бороньковская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=16333,Бороньки,Амбулатория,Outpatient Clinic,"ул. Центральная, 10 а, 213681, д. Бороньки, Костюковичский р-н, Могилевская обл.",,53.15913,32.133744
2136,Бортниковская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=12172,Большие Бортники,Амбулатория,Outpatient Clinic,"ул. Юбилейная, 9, 213857, д. Большие Бортники, Бобруйский р-н, Могилевская обл.",,53.110211,29.561705
2137,"Борунская амбулатория, амбулатория",https://healthcare.by/instinfo.php?orgnum=24117,Боруны,Амбулатория,Outpatient Clinic,"пер. Школьный, 8, 231123, д. Боруны, Ошмянский р-н, Гродненская обл.",,54.377328,25.905445
2138,Бостынская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=3350,Бостынь,Амбулатория,Outpatient Clinic,"ул. Октябрьская, 23, 225687, д. Бостынь, Лунинецкий р-н, Брестская обл.",,52.402182,26.759186
2139,Ботвиновская амбулатория,https://healthcare.by/instinfo.php?orgnum=13598,Ботвиновка,Амбулатория,Outpatient Clinic,"ул. Центральная, 11а, 213520, д. Ботвиновка, Кричевский р-н, Могилевская обл.",,53.758676,31.463367
2140,Бочейковская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=11664,Бочейково,Амбулатория,Outpatient Clinic,"ул. Заречная, 32Б, д. Бочейково, Бешенковичский р-н, Витебская обл.",,55.018262,29.153071
2141,Брилевская АОП,https://healthcare.by/instinfo.php?orgnum=4951,Мичуринская,Амбулатория,Outpatient Clinic,"ул. Мира, 43, 247020, д. Мичуринская, Гомельский р-н, Гомельская обл.",,52.325759,30.949827
2142,Бродницкая амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=17791,Бродница,Амбулатория,Outpatient Clinic,"ул. Гагарина, 6, 225801, д. Бродница, Ивановский р-н, Брестская обл.",,52.139665,25.544718
2143,Будславская амбулатория,https://healthcare.by/instinfo.php?orgnum=11483,Полесье,Амбулатория,Outpatient Clinic,"222374, д. Полесье, Мядельский р-н, Минская обл.",,54.788351,27.442283
2144,Будчанский ФАП,https://healthcare.by/instinfo.php?orgnum=11809,Будча,ФАП,FAP,"ул. А. П. Гиля, 1, 225455, д. Будча, Ганцевичский р-н, Брестская обл.",,52.764735,26.837097
2145,Буйновичская АВОП,https://healthcare.by/instinfo.php?orgnum=25000,Буйновичи,Амбулатория,Outpatient Clinic,"ул. Советская площадь, 4, д. Буйновичи, Лельчицкий р-н, Гомельская обл.",,51.867771,28.547813
2146,Буцевичская амбулатория,https://healthcare.by/instinfo.php?orgnum=11037,Буцевичи,Амбулатория,Outpatient Clinic,"Юзефовский с/с, 223045, д. Гаек, Минский р-н, Минская обл.",,54.116463,27.452776
2147,Бычихинская амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=21488,Бычиха,Амбулатория,Outpatient Clinic,"211570, д. Бычиха, Городокский р-н, Витебская обл.",,55.619742,30.160316
2148,Валевачевская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=13775,Валевачи,Амбулатория,Outpatient Clinic,"ул. Минская, д. 17, 223215, аг. Валевачи, Червенский р-н, Минская обл.",,53.756589,28.15303
2149,Валевская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=10930,Валевка,Амбулатория,Outpatient Clinic,"ул. Школьная, 13а, 231403, д. Валевка, Новогрудский р-н, Гродненская обл.",,53.463569,25.881856
2150,Василевичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=17065,Василевичи,Амбулатория,Outpatient Clinic,"ул. Школьная, 6, 231815, д. Василевичи, Слонимский р-н, Гродненская обл.",,52.88447,25.092686
2151,Васильевская АОП,https://healthcare.by/instinfo.php?orgnum=9224,Васильевка,Амбулатория,Outpatient Clinic,"ул. Октябрьская, 66, 247080, д. Васильевка, Добрушский р-н, Гомельская обл.",,52.249302,31.506531
2152,Велемичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=11969,Велемичи,Амбулатория,Outpatient Clinic,"ул. Новая, 8, 225550, д. Велемичи, Столинский р-н, Брестская обл.",,52.019566,27.230505
2153,Великоборская АВОП,https://healthcare.by/instinfo.php?orgnum=5333,Великий Бор,Амбулатория,Outpatient Clinic,"ул. Новая, 1, 247632, д. Великий Бор, Хойникский р-н, Гомельская обл.",,52.032876,29.931192
2154,Великоритская амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=25955,Гусак,Амбулатория,Outpatient Clinic,"ул. Ленина, 2, 225912, д. Великорита, Малоритский р-н, Брестская обл.",,51.932834,24.063603
2155,Величковичская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=13642,Величковичи,Амбулатория,Outpatient Clinic,"ул. Юбилейная, 12, 223743, аг. Величковичи, Солигорский р-н, Минская обл.",,52.628749,27.258012
2156,Вендорожская амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=16430,Вендорож,Амбулатория,Outpatient Clinic,"213150, д. Вендорож, Могилевский р-н, Могилевская обл.",,53.829622,30.009004
2157,Вердомичская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=13923,Вердомичи,Амбулатория,Outpatient Clinic,"231972, д. Вердомичи, Свислочский р-н, Гродненская обл.",,53.028749,24.273503
2158,Верейковская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=26828,Верейки,Амбулатория,Outpatient Clinic,"ул. Гродненская, 29, 231905, д. Верейки, Волковысский р-н, Гродненская обл.",,53.213305,24.394524
2159,Веремеевская АОП,https://healthcare.by/instinfo.php?orgnum=17602,Веремеевка,Амбулатория,Outpatient Clinic,"д. Веремеевка, Городокский р-н, Витебская обл.",,55.478623,29.968687
2160,Веремейская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=16731,Веремейки,Амбулатория,Outpatient Clinic,"ул. Гузнякова, 14, 213533, д. Веремейки, Чериковский р-н, Могилевская обл.",,53.75594,31.281593
2161,Вересковский ФАП,https://healthcare.by/instinfo.php?orgnum=10935,Вересково,ФАП,FAP,"ул. Новогрудская, 24а, 231423, д. Вересково, Новогрудский р-н, Гродненская обл.",,53.755823,25.905158
2162,Вертелишская амбулатория,https://healthcare.by/instinfo.php?orgnum=5676,Вертелишки,Амбулатория,Outpatient Clinic,"ул. Тихая, 1, д. Вертелишки, Гродненский р-н, Гродненская обл.",,53.696785,24.010404
2163,Верховичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=3300,Верховичи,Амбулатория,Outpatient Clinic,"ул. Пограничная, 25, 225074, д. Верховичи, Каменецкий р-н, Брестская обл.",,52.473789,23.50583
