,facility_title,link,settlement,facility_type,facility_type_eng,address,website,latitude,longitude
1994,Чепелевский ФАП,https://healthcare.by/instinfo.php?orgnum=17353,Чепели,ФАП,FAP,"пер. Гагарина, 2а, 223720, д. Чепели, Солигорский р-н, Минская обл.",,52.872676,27.479959
1995,Чепуковский ФАП,https://healthcare.by/instinfo.php?orgnum=17642,Чепуки,ФАП,FAP,"211936, д. Чепуки, Миорский р-н, Витебская обл.",,55.568023,27.545841
1996,Червоносельский ФАП,https://healthcare.by/instinfo.php?orgnum=16610,Червоное Село,ФАП,FAP,"231946, д. Червоное Село, Зельвенский р-н, Гродненская обл.",,53.142956,24.981897
1997,Черебасовский ФАП,https://healthcare.by/instinfo.php?orgnum=18122,Черебасово,ФАП,FAP,"ул. 17 Сентября 14/1, 225664, д. Черебасово, Лунинецкий р-н, Брестская обл.",,52.246423,27.183757
1998,Черевковский ФАП,https://healthcare.by/instinfo.php?orgnum=14894,Черевки,ФАП,FAP,"д. Черевки, Мядельский р-н, Минская обл.",,54.890505,26.772904
1999,Черейщанский ФАП,https://healthcare.by/instinfo.php?orgnum=15624,Черейщина,ФАП,FAP,"211198, д. Черейщина, Лепельский р-н, Витебская обл.",,54.999914,28.801821
2000,Черемушский ФАП,https://healthcare.by/instinfo.php?orgnum=16466,Черемушки,ФАП,FAP,"213118, д. Черемушки, Кадинский с/с, Могилевский р-н, Могилевская обл.",,53.885342,30.460497
2001,Черенковский ФАП,https://healthcare.by/instinfo.php?orgnum=16708,Черенки,ФАП,FAP,"213223, д. Черенки, Чаусский р-н, Могилевская обл.",,53.620812,30.756788
2002,Чересский ФАП,https://healthcare.by/instinfo.php?orgnum=15273,Черессы,ФАП,FAP,"211945, д. Черессы, Миорский р-н, Витебская обл.",,55.623468,27.708409
2003,Черетянский ФАП,https://healthcare.by/instinfo.php?orgnum=15733,Черетянка,ФАП,FAP,"ул. Интернациональная, 56, 247017, д. Черетянка, Гомельский р-н, Гомельская обл.",,52.125292,31.276194
2004,"Черневичский ФАП, УЗ",https://healthcare.by/instinfo.php?orgnum=16892,Черневичи,ФАП,FAP,"ул. Советская, 19а, 222118, д. Черневичи, Борисовский р-н, Минская обл.",,54.03809,28.757525
2005,Черневичский ФАП,https://healthcare.by/instinfo.php?orgnum=15189,Черневичи,ФАП,FAP,"211813, д. Черневичи, Глубокский р-н, Витебская обл.",,55.18174,27.890614
2006,Черневский ФАП,https://healthcare.by/instinfo.php?orgnum=16360,Черневка,ФАП,FAP,"ул. Школьная, 10, д. Черневка, Дрибинский р-н, Могилевская обл.",,54.099856,30.812286
2007,Черниковщинский ФАП,https://healthcare.by/instinfo.php?orgnum=17298,Черниковщина,ФАП,FAP,"ул. Садовая, 22, д. Черниковщина, Дзержинский р-н, Минская обл.",,53.62659,27.276589
2008,Черниховский ФАП,https://healthcare.by/instinfo.php?orgnum=17719,Чернихово,ФАП,FAP,"ул. Торговая, 1а, 225363, д. Чернихово, Барановичский р-н, Брестская обл.",,53.244144,26.243248
2009,Черновский ФАП,https://healthcare.by/instinfo.php?orgnum=15901,Черновщина,ФАП,FAP,"247723, д. Черновщина, Калинковичский р-н, Гомельская обл.",,51.899981,29.572359
2010,Черноградский ФАП,https://healthcare.by/instinfo.php?orgnum=14854,Черноградь,ФАП,FAP,"ул. Молодежная, 122а, 223237, аг. Черноградь, Червенский р-н, Минская обл.",,53.789039,28.230977
2011,Черноручский ФАП,https://healthcare.by/instinfo.php?orgnum=15304,Черноручье 1-е,ФАП,FAP,"211421, д. Черноручье 1-е, Полоцкий р-н, Витебская обл.",,55.454376,28.756258
2012,Черняковский ФАП,https://healthcare.by/instinfo.php?orgnum=17946,Черняковка,ФАП,FAP,"213261, д. Черняковка, Славгородский р-н, Могилевская обл.",,53.320022,30.838185
2013,Чернянский ФАП,https://healthcare.by/instinfo.php?orgnum=17878,Черное,ФАП,FAP,"ул. Дорожная, 5, 213023, д. Малое Черное, Шкловский р-н, Могилевская обл.",,54.173326,30.130429
2014,Чернянский ФАП,https://healthcare.by/instinfo.php?orgnum=16123,Черное,ФАП,FAP,"ул. Восточная, 2, 247521, д. Черное, Речицкий р-н, Гомельская обл.",,52.469131,30.363362
2015,Чернянский ФАП,https://healthcare.by/instinfo.php?orgnum=17453,Черняны,ФАП,FAP,"225914, д. Черняны, Малоритский р-н, Брестская обл.",,51.820805,24.107755
2016,Черский ФАП,https://healthcare.by/instinfo.php?orgnum=17586,Черск,ФАП,FAP,"ул. Новая, 11, 225022, д. Черск, Брестский р-н, Брестская обл.",,51.713411,23.690667
2017,Четвернянский ФАП,https://healthcare.by/instinfo.php?orgnum=15822,Четверня,ФАП,FAP,"ул. Центральная, 57, 247249, д. Четверня, Жлобинский р-н, Гомельская обл.",,52.821585,30.167179
2018,Чехский ФАП,https://healthcare.by/instinfo.php?orgnum=16834,Чехи,ФАП,FAP,"ул. Зеленая, 1А, 231213, д. Чехи, Островецкий р-н, Гродненская обл.",,54.744794,26.156426
2019,Чечевичский ФАП,https://healthcare.by/instinfo.php?orgnum=16014,Чечевичи,ФАП,FAP,"213143, д. Чечевичи, Быховский р-н, Могилевская обл.",,53.521672,29.829763
2020,Чигиринский ФАП,https://healthcare.by/instinfo.php?orgnum=16205,Чигиринка,ФАП,FAP,"ул. Друтская, 34, д. Чигиринка, Кировский р-н, Могилевская обл.",,53.4216,29.846283
2021,Чкаловский ФАП,https://healthcare.by/instinfo.php?orgnum=15732,Чкалово,ФАП,FAP,"ул. Калинина, 57, 247038, д. Чкалово, Гомельский р-н, Гомельская обл.",,52.283489,30.882606
2022,Чуденичский ФАП,https://healthcare.by/instinfo.php?orgnum=16922,Чуденичи,ФАП,FAP,"223115, д. Чуденичи, Логойский р-н, Минская обл.",,54.143771,27.790093
2023,Чуриловский ФАП,https://healthcare.by/instinfo.php?orgnum=16868,Чурилово,ФАП,FAP,"пер. Центральный, 2-2, 223402, д. Чурилово, Узденский р-н, Минская обл.",,53.506808,27.279212
2024,Чуховский ФАП,https://healthcare.by/instinfo.php?orgnum=17505,Чухово,ФАП,FAP,"ул. Советская, 35а, 225735, д. Чухово, Пинский р-н, Брестская обл.",,52.326408,26.259552
2025,Шалаевский ФАП,https://healthcare.by/instinfo.php?orgnum=16187,Шалаевка,ФАП,FAP,"ул. Центральная, 19, д. Шалаевка, Кировский р-н, Могилевская обл.",,53.505715,29.749642
2026,Шалыпский ФАП,https://healthcare.by/instinfo.php?orgnum=15868,Шалыпы,ФАП,FAP,"ул. Центральная, 1а, 247708, д. Шалыпы, Калинковичский р-н, Гомельская обл.",,52.223981,29.361696
2027,Шамовщинский ФАП,https://healthcare.by/instinfo.php?orgnum=16484,Шамовщина,ФАП,FAP,"213480, д. Шамовщина, Мстиславский р-н, Могилевская обл.",,54.04186,31.629043
2028,Шапковский ФАП,https://healthcare.by/instinfo.php?orgnum=17649,Юрцево,ФАП,FAP,"ул. Магистральная, 15, 211018, д. Юрцево, Оршанский р-н, Витебская обл.",,54.60415,30.366389
2029,Шапуровский ФАП,https://healthcare.by/instinfo.php?orgnum=15095,Шапурово,ФАП,FAP,"ул. Шоссейная, 19, д. Шапурово, Витебский р-н, Витебская обл.",http://vgcp.by,55.387479,30.742981
2030,Шапчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=16171,Шапчицы,ФАП,FAP,"247262, д. Шапчицы, Рогачевский р-н, Гомельская обл.",,53.226525,30.357496
2031,Шапчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17022,Шапчицы,ФАП,FAP,"ул. Молодежная, 21, 222932, аг. Шапчицы, Стародорожский р-н, Минская обл.",,53.080639,28.233546
2032,Шараговский ФАП,https://healthcare.by/instinfo.php?orgnum=17645,Шараги,ФАП,FAP,"211945, д. Шараги, Миорский р-н, Витебская обл.",,55.559298,28.155833
2033,Шарибовский ФАП,https://healthcare.by/instinfo.php?orgnum=15656,Шарибовка,ФАП,FAP,"247356, д. Шарибовка, Буда-Кошелевский р-н, Гомельская обл.",,52.776934,30.536881
2034,Шарипский ФАП,https://healthcare.by/instinfo.php?orgnum=27221,Шарипы,ФАП,FAP,"ул. Ю. Гагарина, 2, 213405, д. Шарипы, Горецкий р-н, Могилевская обл.",,54.371805,30.894257
2035,Шароевский ФАП,https://healthcare.by/instinfo.php?orgnum=16738,Шароевка,ФАП,FAP,"213544, д. Шароевка, Чериковский р-н, Могилевская обл.",,53.633126,31.297331
2036,Шарпиловский ФАП,https://healthcare.by/instinfo.php?orgnum=15734,Шарпиловка,ФАП,FAP,"ул. 50 лет Октября, 39, 247000, д. Шарпиловка, Гомельский р-н, Гомельская обл.",,52.122743,30.926633
2037,Шеломовский ФАП,https://healthcare.by/instinfo.php?orgnum=16645,Шеломы,ФАП,FAP,"213245, д. Шеломы, Славгородский р-н, Могилевская обл.",,53.451259,30.883747
2038,Шелохановский ФАП,https://healthcare.by/instinfo.php?orgnum=16121,Шелохановка,ФАП,FAP,"213420, д. Шелохановка, Горецкий р-н, Могилевская обл.",,54.35463,31.035023
2039,Шеневской ФАП,https://healthcare.by/instinfo.php?orgnum=17370,Шени,ФАП,FAP,"ул. Молодежная, 2/1, 225170, д. Шени, Пружанский р-н, Брестская обл.",,52.528062,24.39377
2040,Шепелевский ФАП,https://healthcare.by/instinfo.php?orgnum=17072,Шепели,ФАП,FAP,"д. Шепели, Минский р-н, Минская обл.",,54.163401,27.497727
2041,Шерстинский ФАП,https://healthcare.by/instinfo.php?orgnum=15688,Шерстин,ФАП,FAP,"ул. Колхозная, 37, 247123, аг. Шерстин, Ветковский р-н, Гомельская обл.",,52.653897,31.058622
2042,Шибекский ФАП,https://healthcare.by/instinfo.php?orgnum=15297,Шибеки,ФАП,FAP,"211398, д. Шибеки, Оршанский р-н, Витебская обл.",,54.616033,29.960989
2043,Шиичский ФАП,https://healthcare.by/instinfo.php?orgnum=15861,Шиичи,ФАП,FAP,"ул. Шоссейная, 8, 247731, д. Шиичи, Калинковичский р-н, Гомельская обл.",,52.3141,29.445715
2044,Шилинский ФАП,https://healthcare.by/instinfo.php?orgnum=17219,Шилин,ФАП,FAP,"ул. Сов. Космонавтов, 4, 225220, д. Шилин, Березовский р-н, Брестская обл.",,52.447022,25.018772
2045,Шиловичский ФАП,https://healthcare.by/instinfo.php?orgnum=16532,Шиловичи,ФАП,FAP,"ул. Советская, 2, 231904, д. Шиловичи, Волковысский р-н, Гродненская обл.",,53.257925,24.441075
2046,Шиловичский ФАП,https://healthcare.by/instinfo.php?orgnum=17234,Шиловичи,ФАП,FAP,"ул. Гагарина, 16, д. Шиловичи, Вилейский р-н, Минская обл.",,54.478582,26.89105
2047,Шишевский ФАП,https://healthcare.by/instinfo.php?orgnum=16119,Шишево,ФАП,FAP,"213411, д. Шишево, Горецкий р-н, Могилевская обл.",,54.334539,30.961883
2048,Шишицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17184,Шищицы,ФАП,FAP,"д. Шищицы, Слуцкий р-н, Минская обл.",,53.220109,27.544925
2049,Шищицкий ФАП,https://healthcare.by/instinfo.php?orgnum=26802,Шищицы,ФАП,FAP,"д. Шищицы, Слуцкий р-н, Минская обл.",,53.220109,27.544925
2050,Шкавской ФАП,https://healthcare.by/instinfo.php?orgnum=16003,Шкава,ФАП,FAP,"ул. Юбилейная, 1, 247314, д. Шкава, Октябрьский р-н, Гомельская обл.",,52.696312,29.00228
2051,Шкунтиковский ФАП,https://healthcare.by/instinfo.php?orgnum=15503,Шкунтики,ФАП,FAP,"211923, д. Шкунтики, Шарковщинский р-н, Витебская обл.",,55.369152,27.672153
2052,Шпаковщинский ФАП,https://healthcare.by/instinfo.php?orgnum=15313,Шпаковщина,ФАП,FAP,"Шпаковщинский с/с, ул. Школьная, 1, 211439, д. Шпаковщина, Полоцкий р-н, Витебская обл.",,55.471342,28.330241
2053,Шумаковский ФАП,https://healthcare.by/instinfo.php?orgnum=17605,Шумаки,ФАП,FAP,"ул. Речная, 16, 225037, д. Шумаки, Брестский р-н, Брестская обл.",,52.159509,23.544511
2054,Шуневичский ФАП,https://healthcare.by/instinfo.php?orgnum=15187,Шуневичи,ФАП,FAP,"211820, д. Шуневичи, Глубокский р-н, Витебская обл.",,55.095884,27.704142
2055,Шуневский ФАП,https://healthcare.by/instinfo.php?orgnum=17597,Шунево,ФАП,FAP,"211801, д. Шуневцы, Глубокский р-н, Витебская обл.",,55.150257,27.625818
2056,Щатковский ФАП,https://healthcare.by/instinfo.php?orgnum=16329,Шатково,ФАП,FAP,"213849, д. Шатково, Бобруйский р-н, Могилевская обл.",,53.036065,29.239579
2057,Щепичский ФАП,https://healthcare.by/instinfo.php?orgnum=14970,Щепичи,ФАП,FAP,"ул. Советская, 44, 222535, д. Щепичи, Клецкий р-н, Минская обл.",,53.075224,26.576218
2058,Щерчевский ФАП,https://healthcare.by/instinfo.php?orgnum=17373,Щерчево,ФАП,FAP,"ул. Чередниченско, 4, 225173, д. Щерчево, Пружанский р-н, Брестская обл.",,52.421557,24.167735
2059,Щибринский ФАП,https://healthcare.by/instinfo.php?orgnum=16167,Щибрин,ФАП,FAP,"247254, д. Щибрин, Рогачевский р-н, Гомельская обл.",,53.129488,30.082351
2060,Юзефовский ФАП,https://healthcare.by/instinfo.php?orgnum=17587,Леонишено,ФАП,FAP,"ул. Центральная, 211605, д. Леонишено, Верхнедвинский р-н, Витебская обл.",,55.807471,28.3155
2061,Юнищанский ФАП,https://healthcare.by/instinfo.php?orgnum=17317,Юнище,ФАП,FAP,"ул. Столинская, 10, 225560, д. Юнище, Столинский р-н, Брестская обл.",,51.958842,26.783486
2062,Юньковский ФАП,https://healthcare.by/instinfo.php?orgnum=15394,Юнки,ФАП,FAP,"211875, д. Юнки, Поставский р-н, Витебская обл.",,55.122066,26.907462
2063,Юратишковский ФАП,https://healthcare.by/instinfo.php?orgnum=17260,Тенюковщина,ФАП,FAP,"ул. Центральная, 36, 231359, д. Тенюковщина, Ивьевский р-н, Гродненская обл.",,54.077126,25.89268
2064,Юркевичский ФАП,https://healthcare.by/instinfo.php?orgnum=15809,Юркевичи,ФАП,FAP,"ул. Мира, 1-а, 247993, д. Юркевичи, Житковичский р-н, Гомельская обл.",,52.311038,27.611149
2065,Юровичский ФАП,https://healthcare.by/instinfo.php?orgnum=18238,Юровичи,ФАП,FAP,"Юровичский с/с, ул. Октябрьская, 2, 211661, д. Юровичи, Полоцкий р-н, Витебская обл.",,55.580381,28.962161
2066,Юрьевский ФАП,https://healthcare.by/instinfo.php?orgnum=15396,Юрьево,ФАП,FAP,"ул. Молодежная, 13, 222216, д. Юрьево, Смолевичский р-н, Минская обл.",,53.970253,28.108276
2067,Юцковский ФАП,https://healthcare.by/instinfo.php?orgnum=17291,Юцки,ФАП,FAP,"д. Юцки, Дзержинский р-н, Минская обл.",,53.784576,27.148633
2068,Юшевичский ФАП,https://healthcare.by/instinfo.php?orgnum=14944,Юшевичи,ФАП,FAP,"д. Юшевичи, Несвижский р-н, Минская обл.",,53.246956,26.837969
2069,Яворский ФАП,https://healthcare.by/instinfo.php?orgnum=17431,Сочевляны,ФАП,FAP,"д. Явор, Дятловский р-н, Гродненская обл.",,53.371435,25.369322
2070,Яглевичский ФАП,https://healthcare.by/instinfo.php?orgnum=17852,Яглевичи,ФАП,FAP,"д. Яглевичи, Ивацевичский р-н, Брестская обл.",,52.692552,25.376517
2071,Ягоднянский ФАП,https://healthcare.by/instinfo.php?orgnum=17697,Ягодная,ФАП,FAP,"225333, д. Ягодная, Барановичский р-н, Брестская обл.",,53.190267,25.5909
2072,Ядрено-Слободский ФАП,https://healthcare.by/instinfo.php?orgnum=16321,Ядрина-Слобода,ФАП,FAP,"213912, д. Ядреная Слобода, Кличевский р-н, Могилевская обл.",,53.672943,29.820609
2073,Язвинский ФАП,https://healthcare.by/instinfo.php?orgnum=15522,Язвино,ФАП,FAP,"ул. Колхозная, 17, 211250, д. Язвино, Шумилинский р-н, Витебская обл.",,55.259654,29.740892
2074,Язненский ФАП,https://healthcare.by/instinfo.php?orgnum=17258,Язни,ФАП,FAP,"ул. Зеленая, 1, д. Язни, Вилейский р-н, Минская обл.",,54.686734,27.352173
2075,Якимовичский ФАП,https://healthcare.by/instinfo.php?orgnum=15869,Якимовичи,ФАП,FAP,"ул. Советская, 43, 247735, д. Якимовичи, Калинковичский р-н, Гомельская обл.",,52.363808,29.569826
2076,Яковлевичский ФАП,https://healthcare.by/instinfo.php?orgnum=15296,Яковлевичи,ФАП,FAP,"Яковлевский с/с, 211036, д. Яковлевичи, Оршанский р-н, Витебская обл.",,54.324868,30.514836
2077,Яковчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17785,Яковчицы,ФАП,FAP,"ул. Спортивная, д. 1, 225121, д. Яковчицы, Жабинковский р-н, Брестская обл.",,52.258541,24.119792
2078,Якубовский ФАП,https://healthcare.by/instinfo.php?orgnum=15233,Якубово,ФАП,FAP,"ул. Центральная, 5, 211042, д. Якубово, Дубровенский р-н, Витебская обл.",,54.635845,31.023399
2079,Якубовщинский ФАП,https://healthcare.by/instinfo.php?orgnum=15251,Якубовщина,ФАП,FAP,"ул. Набережная, 2, 211222, д. Якубовщина, Лиозненский р-н, Витебская обл.",,54.93211,30.668313
2080,Якшанский ФАП,https://healthcare.by/instinfo.php?orgnum=17822,Якша,ФАП,FAP,"ул. Октябрьская, 20, 225803, д. Якша, Ивановский р-н, Брестская обл.",,52.164282,25.73614
2081,Якшницкий ФАП,https://healthcare.by/instinfo.php?orgnum=15548,Якшицы,ФАП,FAP,"223337, д. Якшицы, Березинский р-н, Минская обл.",,53.621137,28.910077
2082,Ялуцевичский ФАП,https://healthcare.by/instinfo.php?orgnum=17244,Деркачи,ФАП,FAP,"231944, д. Деркачи, Зельвенский р-н, Гродненская обл.",,53.211088,24.625831
2083,Ямиченский ФАП,https://healthcare.by/instinfo.php?orgnum=17724,Ямично,ФАП,FAP,"225355, д. Ямично, Барановичский р-н, Брестская обл.",,52.880899,25.745312
2084,Ямницкий ФАП,https://healthcare.by/instinfo.php?orgnum=16020,Ямное,ФАП,FAP,"213327, д. Ямное, Быховский р-н, Могилевская обл.",,53.498592,30.137777
2085,Янковичский ФАП,https://healthcare.by/instinfo.php?orgnum=15415,Янковичи,ФАП,FAP,"у. Центральная, 9, 211462, д. Янковичи, Россонский р-н, Витебская обл.",,55.77072,28.787007
2086,Яновский ФАП,https://healthcare.by/instinfo.php?orgnum=16383,Яновка,ФАП,FAP,"213566, д. Яновка, Краснопольский р-н, Могилевская обл.",,53.295476,31.407528
2087,Яновский ФАП,https://healthcare.by/instinfo.php?orgnum=16125,Яновка,ФАП,FAP,"ул. Центральная, 37, 247517, д. Яновка, Речицкий р-н, Гомельская обл.",,52.191856,30.410712
2088,Яновский ФАП,https://healthcare.by/instinfo.php?orgnum=15698,Яново,ФАП,FAP,"ул. Новая, 1, 247134, д. Яново, Ветковский р-н, Гомельская обл.",,52.574376,31.198292
2089,Яновщинский ФАП,https://healthcare.by/instinfo.php?orgnum=15359,Яновщина,ФАП,FAP,"д. Яновщина, Крупский р-н, Минская обл.",,54.589863,29.139551
2090,Яревский ФАП,https://healthcare.by/instinfo.php?orgnum=15397,Ярево,ФАП,FAP,"211875, д. Ярево, Поставский р-н, Витебская обл.",,55.143286,26.691238
2091,Ясковичский ФАП,https://healthcare.by/instinfo.php?orgnum=17354,Яськовичи,ФАП,FAP,"ул. Новая, 13, 223733, д. Ясковичи, Солигорский р-н, Минская обл.",,52.569451,27.501321
2092,Ястребельский ФАП,https://healthcare.by/instinfo.php?orgnum=17221,Ястребель,ФАП,FAP,"ул. Советская, 17, 225227, д. Ястребель, Березовский р-н, Брестская обл.",,52.394781,24.929615
2093,Ятровский ФАП,https://healthcare.by/instinfo.php?orgnum=16808,Заполье,ФАП,FAP,"ул. Школьная, 231402, д. Ятра, Новогрудский р-н, Гродненская обл.",,53.421976,25.762173
2094,Яхимовщинский ФАП,https://healthcare.by/instinfo.php?orgnum=26119,Яхимовщина,ФАП,FAP,"ул. Новая, 3, 222312, д. Яхимовщина, Молодеченский р-н, Минская обл.",http://https//crbmol.by/podrazdelenija,54.218079,27.074917
2095,Яцковичский ФАП,https://healthcare.by/instinfo.php?orgnum=17601,Яцковичи,ФАП,FAP,"ул. Центральная, 3/2, 225086, д. Яцковичи, Брестский р-н, Брестская обл.",,52.261193,23.419466
2096,Августовская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=13813,Августово,Амбулатория,Outpatient Clinic,"223112, д. Августова, Логойский р-н, Минская обл.",,54.360789,27.826618
2097,Александрийская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=17855,Александрия,Амбулатория,Outpatient Clinic,"ул. Копысская, 18, 213017, д. Александрия, Шкловский р-н, Могилевская обл.",,54.17467,30.336457
2098,Алесинская врачебная амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=11418,Алесино,Амбулатория,Outpatient Clinic,"ул. Центральная, 2, 222228, д. Алесино, Смолевичский р-н, Минская обл.",,53.9546,28.237517
2099,Амбулатория врача общей практики д. Дуброва,https://healthcare.by/instinfo.php?orgnum=15041,Дуброва,Амбулатория,Outpatient Clinic,"ул. Садовая, 9а, 247415, д. Дуброва, Светлогорский р-н, Гомельская обл.",,52.509677,29.604447
2100,Амбулатория врача общей практики д. Судовица,https://healthcare.by/instinfo.php?orgnum=15043,Судовица,Амбулатория,Outpatient Clinic,"ул. Молодежная, 8, 247412, д. Судовица, Светлогорский р-н, Гомельская обл.",,52.733648,29.526599
2101,Амбулатория врача общей практики д. Хутор,https://healthcare.by/instinfo.php?orgnum=15045,Хутор,Амбулатория,Outpatient Clinic,"ул. Кирова, 4, 247402, д. Хутор, Светлогорский р-н, Гомельская обл.",,52.50044,29.755831
2102,"Амбулатория по ул. Огинского, 25",https://healthcare.by/instinfo.php?orgnum=30024,Гродно,Амбулатория,Outpatient Clinic,"ул. Огинского, 25, г. Гродно",,53.617863,23.811338
2103,"Амбулатория по ул. Славинского, 5, амбулатория",https://healthcare.by/instinfo.php?orgnum=23532,Гродно,Амбулатория,Outpatient Clinic,"Амбулатория по ул. Славинского, 5",,53.940986,27.633957
2104,Андрановская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=24423,Андроны,Амбулатория,Outpatient Clinic,"213462, д. Андраны, Мстиславский р-н, Могилевская обл.",,53.981639,31.301033
2105,Андреевщинская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=4246,Андреевщина,Амбулатория,Outpatient Clinic,"ул. 1-я Молодежная, 15а, 211023, г. Орша, Витебская обл.",,54.558691,30.449951
2106,"Андроновская участковая больница, больница",https://healthcare.by/instinfo.php?orgnum=13183,Андроны,Больница,Hospital,"213462, д. Андроны, Мстиславский р-н, Могилевская обл.",,53.9807623,31.29374989999999
2107,Б. Рожанский ФАП,https://healthcare.by/instinfo.php?orgnum=13640,Большой Рожан,ФАП,FAP,"ул. Советская, 18, 223725, д. Большой Рожан, Солигорский р-н, Минская обл.",,52.767775,27.120561
2108,Б. Ухолодская амбулатория,https://healthcare.by/instinfo.php?orgnum=6184,Большая Ухолода,Амбулатория,Outpatient Clinic,"ул. Садовая, 2 а, 222147, д. Большая Ухолода, Борисовский р-н, Минская обл.",,54.196293,28.619975
2109,Бабиничская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=4247,Бабиничи,Амбулатория,Outpatient Clinic,"ул. Молодежная, 1, 211035, д. Бабиничи, Оршанский р-н, Витебская обл.",,54.418762,30.287472
2110,Бабиновичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=4091,Бабиновичи,Амбулатория,Outpatient Clinic,"ул. Перспективная, 10, 211206, д. Бабиновичи, Лиозненский р-н, Витебская обл.",,54.835429,30.5641
2111,Бакштовская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=12084,Бакшты,Амбулатория,Outpatient Clinic,"231362, д. Бакшты, Ивьевский р-н, Гродненская обл.",,53.937732,26.188361
2112,Барколабовская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=15929,Барколабово,Амбулатория,Outpatient Clinic,"213310, д. Барколабово, Быховский р-н, Могилевская обл.",,53.470575,30.259077
2113,Барсуковская АВОП,https://healthcare.by/instinfo.php?orgnum=14056,Борсуки,Амбулатория,Outpatient Clinic,"ул. Володарского, 9б, 247180, д. Борсуки, Кормянский р-н, Гомельская обл.",,53.138489,30.83681
2114,Беловежская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=3303,Беловежский,Амбулатория,Outpatient Clinic,"ул. Парковая, 4, 225078, п. Беловежский, Каменецкий р-н, Брестская обл.",,52.398534,23.461103
2115,Белоушская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=11966,Белоуша,Амбулатория,Outpatient Clinic,"ул. Советская, 41, 225531, д. Белоуша, Столинский р-н, Брестская обл.",,51.93792,26.903016
2116,Белынковичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=12243,Белынковичи,Амбулатория,Outpatient Clinic,"ул. Лесная, 4, 213650, п. Белынковичи, Костюковичский р-н, Могилевская обл.",http://https//kostukovichi.gov.by/,53.237267,32.159678
2117,Бельская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=13605,Белая,Амбулатория,Outpatient Clinic,"ул. Ф. Скарины, 3, п. Белая, Дрибинский р-н, Могилевская обл.",,54.115186,30.820694
2118,Бельская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=16387,Бель 1-я,Амбулатория,Outpatient Clinic,"пер. Школьный, 1, 213514, д. Бель 1-я, Кричевский р-н, Могилевская обл.",,53.806021,31.436067
2119,Беняконская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=13560,Бенякони,Амбулатория,Outpatient Clinic,"ул. Вокзальная, 1, 231370, д. Бенякони, Вороновский р-н, Гродненская обл.",,54.24614,25.352416
2120,Бердовская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=12119,Бердовка,Амбулатория,Outpatient Clinic,"231302, д. Бердовка, Лидский р-н, Гродненская обл.",,53.805914,25.279113
2121,Березковская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=16650,Березки,Амбулатория,Outpatient Clinic,"213662, д. Березки, Хотимский р-н, Могилевская обл.",,53.40529,32.514791
2122,Березовичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=11864,Березовичи,Амбулатория,Outpatient Clinic,"ул. Дзержинского, 2, 225763, д. Березовичи, Пинский р-н, Брестская обл.",,52.158222,25.861913
2123,Бобовичская АОП,https://healthcare.by/instinfo.php?orgnum=4947,Бобовичи,Амбулатория,Outpatient Clinic,"ул. Комсомольская, 1, 247035, д. Бобовичи, Гомельский р-н, Гомельская обл.",,52.323733,31.194088
2124,Бобовнянская амбулатория,https://healthcare.by/instinfo.php?orgnum=11403,Бобовня,Амбулатория,Outpatient Clinic,"223942, д. Бобовня, Копыльский р-н, Минская обл.",,53.257882,26.954579
2125,Бобровичская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=20534,Лаздуны,Амбулатория,Outpatient Clinic,"231369, д. Лаздуны, Ивьевский р-н, Гродненская обл.",,53.924336,25.974885
2126,Бобрская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=6320,Бобр,Амбулатория,Outpatient Clinic,"пер. Пушкина, 17, 220040, г.п. Бобр, Крупский р-н, Минская обл.",,54.344953,29.270633
